idx,lon,lat,day,night
116.44_39.77,116.44,39.77,3602.0,275.0
116.31_39.98,116.31,39.98,154417.0,10276.0
116.31_39.99,116.31,39.99,26894.0,6199.0
116.31_39.96,116.31,39.96,17614.0,12617.0
116.31_39.97,116.31,39.97,35866.0,13472.0
116.31_39.94,116.31,39.94,18399.0,9399.0
116.31_39.95,116.31,39.95,19709.0,20138.0
116.31_39.92,116.31,39.92,18820.0,7267.0
116.19_40.33,116.19,40.33,4.0,52.0
116.31_39.91,116.31,39.91,22997.0,2604.0
116.82_40.49,116.82,40.49,198.0,0.0
116.77_40.45,116.77,40.45,4.0,138.0
116.77_40.44,116.77,40.44,1.0,23.0
116.77_40.43,116.77,40.43,22.0,22.0
116.77_40.42,116.77,40.42,6.0,32.0
116.77_40.41,116.77,40.41,38.0,754.0
115.79_40.44,115.79,40.44,11.0,192.0
115.79_40.45,115.79,40.45,23.0,290.0
115.79_40.46,115.79,40.46,38.0,74.0
116.77_40.49,116.77,40.49,0.0,2.0
116.77_40.48,116.77,40.48,0.0,1.0
116.45_39.88,116.45,39.88,22574.0,30522.0
116.45_39.89,116.45,39.89,22214.0,23269.0
116.16_40.24,116.16,40.24,1335.0,831.0
116.16_40.25,116.16,40.25,2223.0,108.0
116.16_40.22,116.16,40.22,95.0,386.0
116.11_39.59,116.11,39.59,69.0,372.0
116.16_40.21,116.16,40.21,78.0,91.0
116.45_39.81,116.45,39.81,5994.0,8027.0
116.45_39.82,116.45,39.82,4749.0,3745.0
116.45_39.83,116.45,39.83,8768.0,6702.0
116.45_39.84,116.45,39.84,11889.0,6560.0
116.45_39.85,116.45,39.85,1748.0,5999.0
116.45_39.86,116.45,39.86,15590.0,4929.0
116.45_39.87,116.45,39.87,36372.0,24872.0
117.43_40.65,117.43,40.65,9.0,22.0
116.55_40.69,116.55,40.69,0.0,1.0
115.94_40.15,115.94,40.15,1.0,18.0
117.17_40.11,117.17,40.11,11.0,0.0
117.17_40.13,117.17,40.13,509.0,97.0
117.17_40.12,117.17,40.12,619.0,2189.0
117.17_40.15,117.17,40.15,92.0,318.0
117.17_40.14,117.17,40.14,30.0,344.0
117.17_40.17,117.17,40.17,191.0,313.0
117.17_40.16,117.17,40.16,53.0,15.0
117.17_40.19,117.17,40.19,6.0,29.0
117.17_40.18,117.17,40.18,1.0,1.0
116.14_40.38,116.14,40.38,0.0,2.0
116.14_40.33,116.14,40.33,7.0,2.0
115.58_39.68,115.58,39.68,0.0,1.0
117.2_40.58,117.2,40.58,3.0,8.0
117.2_40.52,117.2,40.52,0.0,24.0
117.2_40.51,117.2,40.51,0.0,15.0
116.12_39.97,116.12,39.97,673.0,1995.0
116.12_39.96,116.12,39.96,2744.0,3135.0
116.12_39.95,116.12,39.95,1708.0,2116.0
116.12_39.94,116.12,39.94,1691.0,4070.0
116.12_39.93,116.12,39.93,580.0,3661.0
116.12_39.92,116.12,39.92,1020.0,1019.0
116.12_39.91,116.12,39.91,944.0,75.0
116.62_40.72,116.62,40.72,0.0,2.0
116.12_39.98,116.12,39.98,29.0,202.0
116.89_40.39,116.89,40.39,329.0,317.0
116.38_40.22,116.38,40.22,253.0,748.0
116.38_40.23,116.38,40.23,54.0,71.0
116.38_40.21,116.38,40.21,287.0,394.0
116.38_40.24,116.38,40.24,64.0,136.0
116.38_40.28,116.38,40.28,7.0,0.0
117.11_40.21,117.11,40.21,1.0,83.0
116.47_40.19,116.47,40.19,81.0,212.0
116.47_40.18,116.47,40.18,483.0,565.0
116.12_39.82,116.12,39.82,568.0,991.0
116.59_40.78,116.59,40.78,0.0,4.0
116.47_40.11,116.47,40.11,1246.0,1599.0
116.47_40.13,116.47,40.13,2843.0,1.0
116.47_40.12,116.47,40.12,259.0,7.0
116.47_40.15,116.47,40.15,537.0,718.0
116.47_40.14,116.47,40.14,373.0,21.0
116.47_40.17,116.47,40.17,197.0,66.0
116.47_40.16,116.47,40.16,173.0,65.0
117.23_40.2,117.23,40.2,13.0,1.0
117.04_40.19,117.04,40.19,12.0,183.0
117.04_40.18,117.04,40.18,14.0,105.0
117.04_40.15,117.04,40.15,333.0,410.0
117.04_40.14,117.04,40.14,277.0,50.0
117.04_40.17,117.04,40.17,27.0,418.0
117.04_40.16,117.04,40.16,81.0,373.0
117.04_40.11,117.04,40.11,0.0,29.0
117.04_40.13,117.04,40.13,0.0,119.0
117.04_40.12,117.04,40.12,33.0,175.0
116.86_39.83,116.86,39.83,4.0,398.0
116.86_39.82,116.86,39.82,103.0,150.0
116.86_39.81,116.86,39.81,854.0,117.0
116.74_40.43,116.74,40.43,5.0,364.0
116.74_40.44,116.74,40.44,0.0,75.0
116.86_39.86,116.86,39.86,55.0,1.0
116.86_39.85,116.86,39.85,1.0,172.0
116.86_39.84,116.86,39.84,22.0,13.0
116.36_40.37,116.36,40.37,85.0,197.0
116.36_40.36,116.36,40.36,61.0,95.0
116.36_40.35,116.36,40.35,0.0,4.0
116.36_40.39,116.36,40.39,32.0,211.0
116.36_40.38,116.36,40.38,11.0,5.0
115.68_39.62,115.68,39.62,16.0,6.0
116.56_39.88,116.56,39.88,1641.0,2763.0
115.91_40.39,115.91,40.39,644.0,14.0
115.91_40.38,115.91,40.38,188.0,12.0
115.91_40.37,115.91,40.37,369.0,39.0
115.91_40.36,115.91,40.36,66.0,13.0
117.27_40.65,117.27,40.65,2017.0,1.0
117.27_40.66,117.27,40.66,15.0,0.0
117.27_40.63,117.27,40.63,2.0,11.0
117.27_40.62,117.27,40.62,1.0,0.0
115.92_40.01,115.92,40.01,28.0,1.0
115.92_40.02,115.92,40.02,3.0,0.0
116.35_40.69,116.35,40.69,130.0,30.0
116.97_40.4,116.97,40.4,14.0,246.0
116.97_40.1,116.97,40.1,0.0,132.0
116.97_40.2,116.97,40.2,1.0,2.0
116.97_40.3,116.97,40.3,46.0,15.0
116.66_39.96,116.66,39.96,184.0,908.0
116.66_39.97,116.66,39.97,436.0,1271.0
116.66_39.94,116.66,39.94,1407.0,2613.0
116.3_39.82,116.3,39.82,4027.0,4474.0
116.3_39.85,116.3,39.85,5784.0,18350.0
116.3_39.84,116.3,39.84,7008.0,18496.0
116.3_39.87,116.3,39.87,8216.0,4623.0
116.66_39.91,116.66,39.91,8921.0,6568.0
116.3_39.89,116.3,39.89,15854.0,14506.0
116.3_39.88,116.3,39.88,11202.0,12023.0
116.89_40.24,116.89,40.24,0.0,1.0
116.66_39.98,116.66,39.98,115.0,56.0
116.89_40.21,116.89,40.21,0.0,9.0
116.36_39.59,116.36,39.59,27.0,537.0
116.36_39.58,116.36,39.58,1.0,90.0
116.36_39.51,116.36,39.51,19.0,250.0
116.36_39.53,116.36,39.53,31.0,215.0
116.36_39.52,116.36,39.52,30.0,178.0
116.36_39.55,116.36,39.55,12.0,190.0
116.36_39.54,116.36,39.54,0.0,17.0
116.36_39.57,116.36,39.57,5.0,471.0
116.36_39.56,116.36,39.56,23.0,180.0
116.42_40.29,116.42,40.29,5.0,11.0
116.42_40.28,116.42,40.28,4.0,3.0
116.16_39.63,116.16,39.63,4.0,237.0
116.42_40.21,116.42,40.21,100.0,621.0
116.42_40.23,116.42,40.23,75.0,738.0
116.42_40.22,116.42,40.22,212.0,73.0
116.31_40.09,116.31,40.09,15041.0,4855.0
116.42_40.27,116.42,40.27,3.0,3.0
115.9_40.37,115.9,40.37,1788.0,2438.0
115.9_40.36,115.9,40.36,335.0,3.0
116.16_39.66,116.16,39.66,138.0,78.0
115.9_40.39,115.9,40.39,302.0,24.0
115.9_40.38,115.9,40.38,261.0,896.0
116.16_39.67,116.16,39.67,253.0,587.0
117.1_40.37,117.1,40.37,0.0,27.0
116.16_39.64,116.16,39.64,53.0,460.0
116.58_40.23,116.58,40.23,317.0,546.0
115.83_39.93,115.83,39.93,250.0,54.0
116.31_40.08,116.31,40.08,8316.0,23888.0
116.44_39.69,116.44,39.69,100.0,360.0
116.76_39.65,116.76,39.65,1.0,12.0
116.76_39.66,116.76,39.66,5.0,1.0
116.76_39.67,116.76,39.67,13.0,81.0
116.76_39.62,116.76,39.62,3.0,129.0
116.76_39.63,116.76,39.63,29.0,41.0
116.76_39.68,116.76,39.68,120.0,50.0
116.47_39.79,116.47,39.79,1348.0,3132.0
116.16_39.69,116.16,39.69,624.0,72.0
116.78_40.62,116.78,40.62,5.0,0.0
116.78_40.61,116.78,40.61,11.0,17.0
116.02_39.58,116.02,39.58,2.0,23.0
116.02_39.59,116.02,39.59,191.0,477.0
116.57_40.64,116.57,40.64,0.0,2.0
116.27_40.45,116.27,40.45,0.0,8.0
116.27_40.41,116.27,40.41,5.0,16.0
116.27_40.42,116.27,40.42,1.0,1.0
116.04_40.04,116.04,40.04,1.0,47.0
117.11_40.1,117.11,40.1,1053.0,455.0
117.11_40.6,117.11,40.6,336.0,226.0
116.04_40.03,116.04,40.03,7.0,65.0
117.11_40.4,117.11,40.4,182.0,61.0
116.18_40.42,116.18,40.42,1.0,0.0
116.18_40.43,116.18,40.43,0.0,4.0
116.2_40.04,116.2,40.04,4275.0,1675.0
116.2_40.05,116.2,40.05,390.0,1823.0
116.2_40.06,116.2,40.06,148.0,2580.0
116.2_40.07,116.2,40.07,186.0,529.0
116.2_40.01,116.2,40.01,362.0,2.0
116.44_40.36,116.44,40.36,25.0,19.0
116.2_40.03,116.2,40.03,1759.0,2798.0
116.2_40.08,116.2,40.08,561.0,59.0
116.2_40.09,116.2,40.09,960.0,1393.0
116.56_40.89,116.56,40.89,1.0,1.0
115.8_39.6,115.8,39.6,1.0,0.0
115.48_39.96,115.48,39.96,1.0,16.0
117.1_40.32,117.1,40.32,1.0,0.0
115.48_39.95,115.48,39.95,11.0,5.0
115.89_39.95,115.89,39.95,2.0,0.0
117.07_40.45,117.07,40.45,0.0,1.0
116.65_40.75,116.65,40.75,0.0,2.0
116.65_40.74,116.65,40.74,3.0,14.0
116.27_40.39,116.27,40.39,0.0,8.0
115.78_39.56,115.78,39.56,0.0,52.0
116.58_40.43,116.58,40.43,132.0,12.0
117.26_40.13,117.26,40.13,9.0,222.0
117.15_40.69,117.15,40.69,47.0,71.0
116.08_40.52,116.08,40.52,20.0,30.0
116.08_40.53,116.08,40.53,7.0,4.0
116.08_40.51,116.08,40.51,10.0,171.0
116.08_40.56,116.08,40.56,1.0,42.0
116.08_40.57,116.08,40.57,1.0,0.0
116.08_40.54,116.08,40.54,7.0,47.0
116.08_40.55,116.08,40.55,778.0,644.0
117.23_40.43,117.23,40.43,0.0,5.0
117.23_40.42,117.23,40.42,9.0,43.0
116.08_40.58,116.08,40.58,0.0,27.0
116.08_40.59,116.08,40.59,1.0,26.0
117.02_40.33,117.02,40.33,0.0,10.0
116.81_40.73,116.81,40.73,2.0,1.0
116.71_40.15,116.71,40.15,71.0,111.0
116.1_40.5,116.1,40.5,7.0,16.0
116.52_39.74,116.52,39.74,1920.0,6.0
116.96_40.29,116.96,40.29,409.0,309.0
116.92_40.37,116.92,40.37,322.0,397.0
116.5_40.28,116.5,40.28,0.0,4.0
116.5_40.21,116.5,40.21,1275.0,26.0
116.5_40.23,116.5,40.23,39.0,153.0
116.5_40.22,116.5,40.22,71.0,21.0
116.5_40.25,116.5,40.25,68.0,563.0
116.5_40.24,116.5,40.24,242.0,169.0
116.5_40.27,116.5,40.27,1.0,173.0
116.5_40.26,116.5,40.26,69.0,132.0
116.87_39.67,116.87,39.67,0.0,54.0
116.16_40.3,116.16,40.3,6.0,1.0
116.16_40.2,116.16,40.2,607.0,462.0
116.16_40.1,116.16,40.1,391.0,5.0
116.52_39.72,116.52,39.72,206.0,34.0
117.15_40.61,117.15,40.61,1.0,10.0
116.62_40.63,116.62,40.63,1.0,1.0
117.15_40.67,117.15,40.67,3.0,22.0
117.15_40.65,117.15,40.65,0.0,4.0
116.93_40.41,116.93,40.41,299.0,98.0
116.93_40.43,116.93,40.43,8.0,151.0
116.71_40.19,116.71,40.19,90.0,897.0
116.93_40.45,116.93,40.45,1.0,10.0
116.93_40.46,116.93,40.46,19.0,30.0
116.92_40.39,116.92,40.39,2.0,2.0
116.92_40.38,116.92,40.38,338.0,39.0
116.05_40.01,116.05,40.01,1.0,1.0
116.05_40.02,116.05,40.02,5.0,11.0
116.05_40.03,116.05,40.03,0.0,4.0
116.85_39.84,116.85,39.84,1.0,7.0
116.85_39.85,116.85,39.85,3.0,3.0
116.85_39.86,116.85,39.86,299.0,29.0
116.85_39.81,116.85,39.81,116.0,657.0
116.85_39.82,116.85,39.82,2.0,3.0
116.85_39.83,116.85,39.83,6.0,135.0
115.72_39.84,115.72,39.84,1.0,2.0
115.72_39.83,115.72,39.83,164.0,1.0
116.15_40.09,116.15,40.09,361.0,160.0
116.15_40.08,116.15,40.08,1703.0,2243.0
116.15_40.07,116.15,40.07,676.0,1462.0
116.15_40.06,116.15,40.06,3029.0,825.0
116.15_40.05,116.15,40.05,494.0,2720.0
116.15_40.04,116.15,40.04,479.0,901.0
116.15_40.03,116.15,40.03,8.0,1.0
116.66_40.61,116.66,40.61,2.0,2.0
116.69_40.19,116.69,40.19,9.0,8.0
117.12_40.09,117.12,40.09,31.0,633.0
116.66_40.66,116.66,40.66,1.0,1.0
117.12_40.08,117.12,40.08,30.0,476.0
116.28_40.21,116.28,40.21,2786.0,3206.0
116.28_40.23,116.28,40.23,157.0,2316.0
116.28_40.22,116.28,40.22,663.0,3877.0
116.28_40.25,116.28,40.25,1053.0,16.0
116.28_40.24,116.28,40.24,185.0,92.0
116.02_40.34,116.02,40.34,18.0,18.0
116.02_40.35,116.02,40.35,99.0,1.0
115.97_39.71,115.97,39.71,851.0,4126.0
115.97_39.73,115.97,39.73,1118.0,0.0
115.97_39.72,115.97,39.72,2844.0,2836.0
115.97_39.75,115.97,39.75,985.0,10.0
115.97_39.74,115.97,39.74,265.0,8.0
115.97_39.77,115.97,39.77,2.0,3.0
115.97_39.76,115.97,39.76,625.0,1656.0
116.69_40.11,116.69,40.11,2220.0,2588.0
116.98_40.26,116.98,40.26,42.0,182.0
116.98_40.27,116.98,40.27,25.0,276.0
116.98_40.23,116.98,40.23,1.0,0.0
116.64_40.07,116.64,40.07,334.0,393.0
116.98_40.29,116.98,40.29,16.0,117.0
115.84_39.65,115.84,39.65,2.0,47.0
115.84_39.62,115.84,39.62,0.0,129.0
115.93_40.44,115.93,40.44,15.0,2.0
115.93_40.45,115.93,40.45,65.0,7.0
115.93_40.47,115.93,40.47,3.0,342.0
115.93_40.41,115.93,40.41,0.0,66.0
115.93_40.42,115.93,40.42,2.0,39.0
115.93_40.43,115.93,40.43,23.0,5.0
116.2_40.5,116.2,40.5,1.0,3.0
115.93_40.48,115.93,40.48,18.0,347.0
116.2_40.2,116.2,40.2,1036.0,2753.0
116.2_40.1,116.2,40.1,303.0,281.0
116.2_40.0,116.2,40.0,272.0,1660.0
116.32_40.15,116.32,40.15,173.0,916.0
116.32_40.14,116.32,40.14,154.0,2293.0
116.32_40.17,116.32,40.17,549.0,2568.0
116.32_40.16,116.32,40.16,245.0,2641.0
116.32_40.11,116.32,40.11,836.0,5001.0
116.32_40.13,116.32,40.13,148.0,4401.0
116.32_40.12,116.32,40.12,1188.0,9302.0
115.73_39.72,115.73,39.72,4.0,2.0
116.32_40.19,116.32,40.19,867.0,983.0
116.32_40.18,116.32,40.18,318.0,125.0
116.86_39.8,116.86,39.8,49.0,78.0
116.86_39.7,116.86,39.7,8.0,193.0
116.73_39.94,116.73,39.94,2675.0,4859.0
116.73_39.95,116.73,39.95,688.0,2927.0
116.73_39.96,116.73,39.96,383.0,1560.0
116.73_39.97,116.73,39.97,134.0,245.0
116.73_39.91,116.73,39.91,1861.0,575.0
116.73_39.92,116.73,39.92,1194.0,1496.0
116.73_39.93,116.73,39.93,2154.0,2183.0
116.73_39.98,116.73,39.98,65.0,6.0
116.73_39.99,116.73,39.99,718.0,74.0
116.68_40.61,116.68,40.61,0.0,2.0
116.68_40.62,116.68,40.62,10.0,18.0
116.68_40.65,116.68,40.65,25.0,6.0
115.47_39.78,115.47,39.78,17.0,8.0
116.68_40.67,116.68,40.67,9.0,4.0
116.68_40.66,116.68,40.66,38.0,30.0
116.9_40.54,116.9,40.54,0.0,52.0
116.9_40.55,116.9,40.55,0.0,6.0
116.9_40.56,116.9,40.56,1.0,4.0
116.23_39.59,116.23,39.59,7.0,636.0
116.23_39.58,116.23,39.58,53.0,113.0
115.5_40.02,115.5,40.02,1.0,0.0
116.29_40.67,116.29,40.67,3.0,7.0
116.23_39.57,116.23,39.57,0.0,13.0
116.44_39.56,116.44,39.56,240.0,361.0
116.94_40.32,116.94,40.32,1.0,13.0
116.94_40.31,116.94,40.31,2.0,74.0
116.44_39.55,116.44,39.55,31.0,319.0
116.94_40.37,116.94,40.37,83.0,190.0
116.44_39.53,116.44,39.53,5.0,159.0
116.58_39.7,116.58,39.7,2132.0,55.0
116.44_39.51,116.44,39.51,0.0,1.0
116.58_39.9,116.58,39.9,1939.0,22333.0
116.58_39.8,116.58,39.8,1807.0,5694.0
116.94_40.39,116.94,40.39,39.0,106.0
116.94_40.38,116.94,40.38,1091.0,282.0
116.44_39.58,116.44,39.58,2.0,261.0
116.31_39.74,116.31,39.74,2597.0,4956.0
116.31_39.75,116.31,39.75,3898.0,17131.0
116.31_39.76,116.31,39.76,7807.0,16440.0
116.31_39.77,116.31,39.77,2518.0,7473.0
116.31_39.71,116.31,39.71,917.0,72.0
116.31_39.72,116.31,39.72,620.0,24.0
116.31_39.73,116.31,39.73,725.0,2375.0
116.31_39.78,116.31,39.78,1602.0,1260.0
116.31_39.79,116.31,39.79,4305.0,1055.0
116.11_39.78,116.11,39.78,331.0,500.0
116.11_39.79,116.11,39.79,285.0,232.0
116.11_39.72,116.11,39.72,3925.0,3706.0
116.11_39.73,116.11,39.73,3653.0,8444.0
116.11_39.71,116.11,39.71,22.0,714.0
116.11_39.76,116.11,39.76,1484.0,736.0
116.11_39.77,116.11,39.77,90.0,145.0
116.11_39.74,116.11,39.74,416.0,1100.0
116.11_39.75,116.11,39.75,994.0,2459.0
115.94_40.36,115.94,40.36,49.0,100.0
115.94_40.37,115.94,40.37,110.0,1.0
115.94_40.34,115.94,40.34,2.0,28.0
115.94_40.35,115.94,40.35,97.0,159.0
115.94_40.32,115.94,40.32,2.0,45.0
115.94_40.33,115.94,40.33,4.0,71.0
115.94_40.31,115.94,40.31,0.0,1.0
117.37_40.66,117.37,40.66,0.0,3.0
116.28_39.59,116.28,39.59,17.0,23.0
117.37_40.65,117.37,40.65,11.0,20.0
117.37_40.63,117.37,40.63,3.0,3.0
115.94_40.38,115.94,40.38,138.0,0.0
115.94_40.39,115.94,40.39,1.0,1.0
116.36_39.9,116.36,39.9,30062.0,18419.0
116.36_39.8,116.36,39.8,2326.0,12602.0
116.91_39.81,116.91,39.81,23.0,28.0
116.91_39.84,116.91,39.84,18.0,222.0
116.36_39.5,116.36,39.5,1.0,10.0
116.36_39.7,116.36,39.7,1881.0,403.0
116.36_39.6,116.36,39.6,101.0,377.0
116.34_39.88,116.34,39.88,19370.0,23826.0
116.34_39.89,116.34,39.89,13401.0,15728.0
116.34_39.81,116.34,39.81,9351.0,1144.0
116.34_39.82,116.34,39.82,9738.0,1593.0
116.34_39.83,116.34,39.83,8248.0,4573.0
116.34_39.84,116.34,39.84,12343.0,3620.0
116.34_39.85,116.34,39.85,10110.0,2281.0
116.34_39.86,116.34,39.86,3205.0,2980.0
116.34_39.87,116.34,39.87,13201.0,12379.0
116.14_40.11,116.14,40.11,335.0,5144.0
116.14_40.13,116.14,40.13,447.0,2132.0
116.14_40.12,116.14,40.12,1007.0,915.0
116.14_40.15,116.14,40.15,919.0,94.0
116.14_40.14,116.14,40.14,998.0,3681.0
116.14_40.17,116.14,40.17,393.0,724.0
116.14_40.16,116.14,40.16,524.0,800.0
116.14_40.19,116.14,40.19,134.0,422.0
117.32_40.17,117.32,40.17,434.0,0.0
115.89_40.08,115.89,40.08,4.0,10.0
117.2_40.38,117.2,40.38,1.0,6.0
117.2_40.39,117.2,40.39,0.0,12.0
117.2_40.34,117.2,40.34,1.0,12.0
117.2_40.35,117.2,40.35,4.0,14.0
115.89_40.03,115.89,40.03,235.0,70.0
115.89_40.04,115.89,40.04,62.0,10.0
115.89_40.07,115.89,40.07,5.0,14.0
115.89_40.06,115.89,40.06,0.0,6.0
116.44_40.5,116.44,40.5,1.0,20.0
116.77_40.61,116.77,40.61,1.0,0.0
116.77_40.63,116.77,40.63,0.0,12.0
116.77_40.62,116.77,40.62,0.0,1.0
116.55_39.72,116.55,39.72,696.0,3797.0
116.55_39.73,116.55,39.73,8412.0,7296.0
116.55_39.71,116.55,39.71,28.0,19.0
116.55_39.76,116.55,39.76,13315.0,50940.0
116.55_39.77,116.55,39.77,6043.0,4671.0
116.55_39.74,116.55,39.74,3109.0,7789.0
116.55_39.75,116.55,39.75,3316.0,11935.0
116.55_39.78,116.55,39.78,5860.0,22.0
116.55_39.79,116.55,39.79,4056.0,12.0
116.64_39.8,116.64,39.8,445.0,947.0
116.64_39.9,116.64,39.9,14454.0,19014.0
116.64_39.7,116.64,39.7,245.0,99.0
116.37_39.98,116.37,39.98,18847.0,22091.0
116.37_39.99,116.37,39.99,18108.0,8904.0
115.48_39.99,115.48,39.99,103.0,10.0
116.1_40.02,116.1,40.02,7.0,305.0
116.37_39.94,116.37,39.94,17991.0,14233.0
116.37_39.95,116.37,39.95,30974.0,11342.0
116.37_39.96,116.37,39.96,20048.0,16905.0
116.37_39.97,116.37,39.97,23766.0,15227.0
116.37_39.91,116.37,39.91,71658.0,8095.0
116.37_39.92,116.37,39.92,13483.0,9304.0
116.37_39.93,116.37,39.93,18991.0,9839.0
115.64_39.63,115.64,39.63,92.0,122.0
115.64_39.64,115.64,39.64,63.0,61.0
116.36_40.19,116.36,40.19,15.0,3.0
116.36_40.18,116.36,40.18,358.0,52.0
116.74_40.64,116.74,40.64,13.0,12.0
116.74_40.63,116.74,40.63,21.0,11.0
116.36_40.11,116.36,40.11,3265.0,16718.0
116.36_40.13,116.36,40.13,68.0,366.0
116.36_40.12,116.36,40.12,881.0,2652.0
116.36_40.15,116.36,40.15,11.0,32.0
116.36_40.14,116.36,40.14,4.0,4.0
116.36_40.17,116.36,40.17,303.0,783.0
116.36_40.16,116.36,40.16,265.0,295.0
116.62_39.8,116.62,39.8,1158.0,225.0
115.91_40.12,115.91,40.12,13.0,2.0
115.91_40.17,115.91,40.17,15.0,14.0
116.62_39.9,116.62,39.9,1912.0,6526.0
116.4_40.17,116.4,40.17,1615.0,539.0
116.8_40.33,116.8,40.33,648.0,22.0
116.8_40.31,116.8,40.31,18.0,118.0
116.8_40.37,116.8,40.37,433.0,1262.0
116.8_40.36,116.8,40.36,1807.0,2556.0
116.8_40.35,116.8,40.35,2278.0,8.0
116.8_40.34,116.8,40.34,803.0,434.0
116.8_40.39,116.8,40.39,217.0,1021.0
116.8_40.38,116.8,40.38,96.0,37.0
117.09_40.11,117.09,40.11,3.0,10.0
115.74_39.62,115.74,39.62,2.0,0.0
116.35_40.47,116.35,40.47,4.0,13.0
116.35_40.41,116.35,40.41,0.0,1.0
116.44_40.88,116.44,40.88,9.0,0.0
116.35_40.48,116.35,40.48,2.0,16.0
116.52_40.25,116.52,40.25,90.0,790.0
116.62_39.7,116.62,39.7,45.0,73.0
116.75_39.69,116.75,39.69,1.0,114.0
116.75_39.68,116.75,39.68,5.0,62.0
116.75_39.67,116.75,39.67,0.0,45.0
117.09_40.13,117.09,40.13,3375.0,1717.0
116.75_39.65,116.75,39.65,7.0,213.0
116.75_39.64,116.75,39.64,16.0,17.0
116.75_39.63,116.75,39.63,9.0,199.0
115.9_40.52,115.9,40.52,1.0,2.0
115.9_40.51,115.9,40.51,9.0,36.0
115.84_40.39,115.84,40.39,0.0,4.0
115.84_40.38,115.84,40.38,0.0,2.0
115.87_40.02,115.87,40.02,8.0,3.0
116.21_39.86,116.21,39.86,334.0,179.0
116.21_39.87,116.21,39.87,1019.0,295.0
116.21_39.84,116.21,39.84,394.0,113.0
116.21_39.85,116.21,39.85,269.0,875.0
116.21_39.82,116.21,39.82,174.0,439.0
116.21_39.83,116.21,39.83,50.0,389.0
116.21_39.81,116.21,39.81,984.0,4862.0
116.62_40.93,116.62,40.93,0.0,7.0
116.21_39.88,116.21,39.88,1179.0,2407.0
116.21_39.89,116.21,39.89,1519.0,10609.0
116.78_40.01,116.78,40.01,419.0,235.0
116.78_40.02,116.78,40.02,1.0,4.0
116.78_40.03,116.78,40.03,1.0,9.0
116.78_40.04,116.78,40.04,1.0,41.0
116.17_39.83,116.17,39.83,274.0,3303.0
116.78_40.06,116.78,40.06,13.0,3.0
116.75_39.66,116.75,39.66,40.0,11.0
116.78_40.08,116.78,40.08,53.0,395.0
116.78_40.09,116.78,40.09,18.0,999.0
115.87_40.48,115.87,40.48,0.0,1.0
116.02_39.76,116.02,39.76,25.0,21.0
116.02_39.77,116.02,39.77,382.0,184.0
116.02_39.74,116.02,39.74,113.0,0.0
116.02_39.75,116.02,39.75,7.0,0.0
116.02_39.72,116.02,39.72,544.0,31.0
116.02_39.73,116.02,39.73,116.0,1.0
116.02_39.71,116.02,39.71,347.0,72.0
116.82_40.14,116.82,40.14,146.0,834.0
116.82_40.15,116.82,40.15,1740.0,2658.0
116.82_40.16,116.82,40.16,228.0,4344.0
116.82_40.17,116.82,40.17,72.0,70.0
116.82_40.11,116.82,40.11,338.0,514.0
116.82_40.12,116.82,40.12,51.0,279.0
116.02_39.79,116.02,39.79,13.0,384.0
116.01_40.46,116.01,40.46,77.0,244.0
116.27_40.66,116.27,40.66,32.0,0.0
115.64_39.85,115.64,39.85,37.0,0.0
115.65_39.63,115.65,39.63,110.0,10.0
115.65_39.62,115.65,39.62,37.0,2.0
115.88_40.5,115.88,40.5,6.0,54.0
115.88_40.4,115.88,40.4,1.0,115.0
116.88_40.23,116.88,40.23,24.0,12.0
116.88_40.22,116.88,40.22,1.0,4.0
116.88_40.21,116.88,40.21,3.0,17.0
116.34_39.71,116.34,39.71,3966.0,7949.0
115.54_39.92,115.54,39.92,22.0,47.0
116.73_39.88,116.73,39.88,999.0,129.0
115.85_39.82,115.85,39.82,42.0,6.0
116.88_40.29,116.88,40.29,0.0,3.0
117.07_40.36,117.07,40.36,0.0,15.0
117.07_40.37,117.07,40.37,0.0,6.0
117.07_40.32,117.07,40.32,30.0,64.0
116.06_39.61,116.06,39.61,3.0,31.0
117.07_40.38,117.07,40.38,1.0,18.0
117.07_40.39,117.07,40.39,3.0,41.0
116.73_40.47,116.73,40.47,15.0,1.0
116.2_40.28,116.2,40.28,8.0,207.0
116.44_40.19,116.44,40.19,6.0,30.0
116.44_40.16,116.44,40.16,165.0,449.0
116.44_40.17,116.44,40.17,166.0,716.0
116.2_40.24,116.2,40.24,520.0,2323.0
116.44_40.15,116.44,40.15,50.0,698.0
116.44_40.12,116.44,40.12,1361.0,3393.0
116.44_40.13,116.44,40.13,792.0,235.0
116.2_40.21,116.2,40.21,1458.0,3865.0
116.73_40.46,116.73,40.46,0.0,28.0
116.46_40.07,116.46,40.07,443.0,1313.0
116.46_40.06,116.46,40.06,1958.0,642.0
116.46_40.05,116.46,40.05,1022.0,9168.0
116.46_40.04,116.46,40.04,3031.0,11252.0
116.46_40.03,116.46,40.03,3891.0,2186.0
116.46_40.02,116.46,40.02,10230.0,3444.0
116.46_40.01,116.46,40.01,26740.0,15429.0
115.54_39.78,115.54,39.78,0.0,1.0
116.61_40.48,116.61,40.48,1.0,5.0
116.46_40.09,116.46,40.09,245.0,1067.0
116.46_40.08,116.46,40.08,754.0,4449.0
116.62_39.92,116.62,39.92,1050.0,1669.0
116.62_39.93,116.62,39.93,692.0,4219.0
117.23_40.62,117.23,40.62,0.0,3.0
