idx,lon,lat,day,night
116.39_39.62,116.39,39.62,135.0,857.0
116.39_39.61,116.39,39.61,23.0,426.0
115.56_39.78,115.56,39.78,0.0,3.0
116.26_39.69,116.26,39.69,668.0,1005.0
116.26_39.68,116.26,39.68,83.0,217.0
116.91_40.38,116.91,40.38,68.0,652.0
116.91_40.39,116.91,40.39,36.0,65.0
116.26_39.63,116.26,39.63,14.0,10.0
116.72_39.64,116.72,39.64,251.0,123.0
116.26_39.61,116.26,39.61,3.0,339.0
116.91_40.35,116.91,40.35,2.0,1.0
116.26_39.67,116.26,39.67,177.0,209.0
116.26_39.66,116.26,39.66,660.0,197.0
116.26_39.65,116.26,39.65,62.0,36.0
116.26_39.64,116.26,39.64,68.0,107.0
116.15_39.87,116.15,39.87,201.0,270.0
116.15_39.86,116.15,39.86,1208.0,1103.0
116.15_39.85,116.15,39.85,363.0,707.0
116.15_39.84,116.15,39.84,352.0,906.0
116.15_39.83,116.15,39.83,848.0,655.0
116.72_39.66,116.72,39.66,10.0,347.0
116.15_39.81,116.15,39.81,8178.0,4781.0
116.72_39.67,116.72,39.67,191.0,555.0
116.15_39.89,116.15,39.89,57.0,18.0
116.15_39.88,116.15,39.88,55.0,10.0
115.76_39.64,115.76,39.64,0.0,1.0
116.58_39.79,116.58,39.79,31.0,3.0
116.58_39.78,116.58,39.78,515.0,5.0
115.76_39.61,115.76,39.61,47.0,37.0
115.76_39.62,115.76,39.62,10.0,13.0
116.58_39.73,116.58,39.73,1238.0,4541.0
116.58_39.72,116.58,39.72,743.0,135.0
116.58_39.71,116.58,39.71,598.0,531.0
116.58_39.77,116.58,39.77,1742.0,6386.0
116.58_39.76,116.58,39.76,1654.0,1357.0
116.58_39.75,116.58,39.75,1053.0,4143.0
116.58_39.74,116.58,39.74,1070.0,4352.0
116.85_40.48,116.85,40.48,15.0,0.0
116.18_40.03,116.18,40.03,144.0,51.0
116.85_40.41,116.85,40.41,119.0,109.0
116.85_40.42,116.85,40.42,10.0,409.0
116.85_40.45,116.85,40.45,12.0,405.0
116.85_40.46,116.85,40.46,44.0,910.0
116.85_40.47,116.85,40.47,540.0,496.0
116.89_40.58,116.89,40.58,1.0,0.0
116.89_40.57,116.89,40.57,1.0,0.0
116.18_40.05,116.18,40.05,13461.0,2864.0
115.92_40.5,115.92,40.5,1.0,106.0
117.07_40.62,117.07,40.62,0.0,4.0
116.8_39.76,116.8,39.76,345.0,238.0
116.46_40.51,116.46,40.51,0.0,15.0
116.8_39.74,116.8,39.74,458.0,964.0
115.67_39.85,115.67,39.85,78.0,1.0
116.81_39.79,116.81,39.79,0.0,95.0
116.81_39.78,116.81,39.78,93.0,67.0
116.18_40.39,116.18,40.39,0.0,1.0
116.0_39.98,116.0,39.98,5.0,3.0
116.81_39.75,116.81,39.75,169.0,22.0
116.81_39.74,116.81,39.74,35.0,143.0
116.81_39.77,116.81,39.77,16.0,49.0
116.81_39.76,116.81,39.76,638.0,531.0
116.81_39.71,116.81,39.71,40.0,294.0
116.81_39.73,116.81,39.73,55.0,756.0
115.83_39.58,115.83,39.58,0.0,1.0
115.67_39.86,115.67,39.86,14.0,1.0
116.94_40.2,116.94,40.2,4.0,5.0
115.98_40.36,115.98,40.36,726.0,15.0
115.98_40.37,115.98,40.37,20.0,7.0
115.98_40.34,115.98,40.34,43.0,19.0
115.98_40.35,115.98,40.35,108.0,255.0
115.98_40.38,115.98,40.38,3.0,5.0
116.43_40.57,116.43,40.57,0.0,14.0
116.43_40.56,116.43,40.56,14.0,28.0
116.4_39.82,116.4,39.82,5073.0,8653.0
116.4_39.83,116.4,39.83,3511.0,3678.0
116.4_39.81,116.4,39.81,5527.0,11307.0
116.4_39.86,116.4,39.86,11992.0,25459.0
116.4_39.87,116.4,39.87,6130.0,14051.0
116.4_39.84,116.4,39.84,12166.0,14757.0
116.4_39.85,116.4,39.85,17054.0,14930.0
116.4_39.88,116.4,39.88,8616.0,622.0
116.4_39.89,116.4,39.89,12050.0,8373.0
116.06_40.34,116.06,40.34,3.0,6.0
116.11_40.18,116.11,40.18,345.0,16.0
116.11_40.19,116.11,40.19,823.0,448.0
116.11_40.11,116.11,40.11,525.0,1720.0
116.11_40.12,116.11,40.12,242.0,1168.0
116.11_40.13,116.11,40.13,58.0,426.0
116.11_40.14,116.11,40.14,59.0,0.0
116.11_40.16,116.11,40.16,16.0,6.0
116.11_40.17,116.11,40.17,37.0,3.0
116.12_39.66,116.12,39.66,13.0,4.0
116.2_40.58,116.2,40.58,2.0,0.0
116.2_40.53,116.2,40.53,0.0,61.0
116.07_40.0,116.07,40.0,506.0,17.0
116.2_40.51,116.2,40.51,13.0,7.0
116.07_40.2,116.07,40.2,192.0,177.0
116.07_40.5,116.07,40.5,8.0,21.0
116.07_40.4,116.07,40.4,17.0,38.0
116.2_40.55,116.2,40.55,0.0,2.0
116.2_40.54,116.2,40.54,67.0,0.0
116.67_39.96,116.67,39.96,3.0,0.0
115.84_39.93,115.84,39.93,1.0,6.0
116.29_40.51,116.29,40.51,3.0,0.0
116.29_40.52,116.29,40.52,0.0,1.0
116.29_40.55,116.29,40.55,0.0,29.0
116.65_40.24,116.65,40.24,9.0,124.0
116.65_40.25,116.65,40.25,144.0,790.0
116.65_40.26,116.65,40.26,86.0,10.0
116.65_40.27,116.65,40.27,30.0,11.0
116.05_39.88,116.05,39.88,197.0,705.0
116.65_40.21,116.65,40.21,4500.0,4296.0
116.65_40.22,116.65,40.22,1656.0,1627.0
116.65_40.23,116.65,40.23,191.0,349.0
116.05_39.84,116.05,39.84,1.0,0.0
116.05_39.85,116.05,39.85,227.0,0.0
116.65_40.28,116.65,40.28,526.0,1107.0
116.65_40.29,116.65,40.29,781.0,1979.0
116.05_39.82,116.05,39.82,30.0,142.0
116.05_39.83,116.05,39.83,15.0,38.0
117.01_40.1,117.01,40.1,114.0,140.0
116.67_40.89,116.67,40.89,0.0,23.0
117.16_40.33,117.16,40.33,1.0,54.0
116.45_40.69,116.45,40.69,4.0,26.0
117.23_40.15,117.23,40.15,74.0,30.0
116.6_39.99,116.6,39.99,472.0,89.0
116.6_39.98,116.6,39.98,153.0,14.0
117.23_40.12,117.23,40.12,4.0,4.0
116.6_39.93,116.6,39.93,1781.0,17815.0
116.6_39.92,116.6,39.92,7756.0,14706.0
116.6_39.91,116.6,39.91,4907.0,12098.0
117.23_40.18,117.23,40.18,32.0,119.0
116.6_39.96,116.6,39.96,255.0,29.0
116.6_39.95,116.6,39.95,1837.0,8619.0
116.6_39.94,116.6,39.94,1205.0,1207.0
116.13_39.58,116.13,39.58,30.0,468.0
116.13_39.59,116.13,39.59,5.0,6.0
116.9_40.37,116.9,40.37,4.0,1.0
117.48_40.64,117.48,40.64,3.0,2.0
115.51_39.94,115.51,39.94,1.0,4.0
117.03_40.36,117.03,40.36,0.0,79.0
116.93_40.19,116.93,40.19,0.0,1.0
116.93_40.12,116.93,40.12,14.0,99.0
116.93_40.13,116.93,40.13,9.0,6.0
116.93_40.11,116.93,40.11,8.0,17.0
116.93_40.16,116.93,40.16,3.0,345.0
116.93_40.17,116.93,40.17,1.0,26.0
116.93_40.14,116.93,40.14,188.0,11.0
116.93_40.15,116.93,40.15,505.0,183.0
117.03_40.37,117.03,40.37,2.0,1.0
116.75_40.09,116.75,40.09,2452.0,1605.0
116.75_40.08,116.75,40.08,123.0,1959.0
116.75_40.05,116.75,40.05,12.0,151.0
116.75_40.04,116.75,40.04,46.0,372.0
116.75_40.07,116.75,40.07,54.0,146.0
116.75_40.06,116.75,40.06,42.0,509.0
116.75_40.01,116.75,40.01,9.0,230.0
116.75_40.03,116.75,40.03,160.0,412.0
116.75_40.02,116.75,40.02,34.0,570.0
116.24_39.61,116.24,39.61,16.0,31.0
116.24_39.63,116.24,39.63,29.0,100.0
116.24_39.62,116.24,39.62,4.0,330.0
116.24_39.65,116.24,39.65,173.0,843.0
116.24_39.64,116.24,39.64,309.0,1197.0
116.24_39.67,116.24,39.67,261.0,841.0
116.24_39.66,116.24,39.66,461.0,464.0
116.24_39.69,116.24,39.69,342.0,268.0
116.24_39.68,116.24,39.68,120.0,421.0
116.04_40.02,116.04,40.02,2.0,23.0
115.96_39.8,115.96,39.8,4.0,81.0
116.22_40.56,116.22,40.56,0.0,48.0
116.22_40.57,116.22,40.57,248.0,107.0
115.96_39.6,115.96,39.6,744.0,170.0
115.96_39.7,115.96,39.7,316.0,476.0
116.22_40.52,116.22,40.52,0.0,63.0
116.43_39.48,116.43,39.48,21.0,3.0
115.96_40.52,115.96,40.52,171.0,578.0
115.72_39.55,115.72,39.55,20.0,303.0
115.72_39.56,115.72,39.56,49.0,29.0
115.72_39.57,115.72,39.57,402.0,294.0
115.72_39.58,115.72,39.58,1.0,1.0
115.72_39.59,115.72,39.59,0.0,3.0
117.06_40.59,117.06,40.59,0.0,8.0
117.06_40.58,117.06,40.58,5.0,13.0
117.06_40.52,117.06,40.52,0.0,71.0
117.06_40.51,117.06,40.51,5.0,99.0
117.06_40.57,117.06,40.57,1.0,7.0
117.06_40.56,117.06,40.56,1.0,54.0
117.15_40.35,117.15,40.35,1.0,8.0
117.15_40.34,117.15,40.34,9.0,8.0
117.15_40.36,117.15,40.36,1.0,7.0
117.26_40.57,117.26,40.57,0.0,1.0
116.16_39.6,116.16,39.6,9.0,86.0
116.9_40.07,116.9,40.07,64.0,16.0
116.43_39.45,116.43,39.45,3.0,97.0
116.9_40.06,116.9,40.06,3.0,27.0
116.68_40.34,116.68,40.34,2928.0,3.0
115.91_39.73,115.91,39.73,70.0,304.0
116.9_40.09,116.9,40.09,3.0,4.0
115.91_39.74,115.91,39.74,43.0,27.0
116.9_40.08,116.9,40.08,0.0,2.0
116.92_40.71,116.92,40.71,1.0,0.0
116.41_39.7,116.41,39.7,1444.0,84.0
116.41_39.6,116.41,39.6,55.0,13.0
116.41_39.5,116.41,39.5,3.0,2.0
117.01_40.2,117.01,40.2,118.0,34.0
116.41_39.9,116.41,39.9,61504.0,7476.0
116.41_39.8,116.41,39.8,19212.0,4909.0
117.01_40.4,117.01,40.4,0.0,4.0
115.69_39.98,115.69,39.98,57.0,161.0
116.34_40.47,116.34,40.47,3.0,21.0
115.69_39.93,115.69,39.93,1.0,1.0
115.69_39.94,115.69,39.94,7.0,22.0
115.69_39.95,115.69,39.95,0.0,2.0
115.69_39.96,115.69,39.96,0.0,3.0
115.69_39.97,115.69,39.97,834.0,302.0
116.84_39.81,116.84,39.81,711.0,684.0
116.84_39.83,116.84,39.83,87.0,469.0
116.84_39.82,116.84,39.82,17.0,52.0
116.84_39.85,116.84,39.85,15.0,550.0
116.84_39.84,116.84,39.84,10.0,180.0
116.84_39.87,116.84,39.87,9.0,19.0
116.84_39.86,116.84,39.86,228.0,54.0
116.68_40.32,116.68,40.32,615.0,379.0
116.68_40.33,116.68,40.33,256.0,31.0
116.68_40.31,116.68,40.31,162.0,576.0
116.68_40.36,116.68,40.36,3849.0,109.0
116.68_40.37,116.68,40.37,4564.0,1438.0
116.9_40.05,116.9,40.05,2.0,99.0
116.68_40.35,116.68,40.35,2607.0,95.0
116.68_40.38,116.68,40.38,334.0,1349.0
116.68_40.39,116.68,40.39,804.0,42.0
116.03_39.97,116.03,39.97,22.0,7.0
116.46_39.61,116.46,39.61,0.0,57.0
116.03_39.96,116.03,39.96,35.0,59.0
116.03_39.99,116.03,39.99,38.0,255.0
116.03_39.98,116.03,39.98,276.0,429.0
116.07_39.79,116.07,39.79,31.0,6.0
116.07_39.78,116.07,39.78,89.0,125.0
116.07_39.77,116.07,39.77,78.0,472.0
116.07_39.76,116.07,39.76,197.0,97.0
116.07_39.75,116.07,39.75,216.0,305.0
116.07_39.74,116.07,39.74,242.0,1182.0
116.07_39.73,116.07,39.73,118.0,974.0
116.07_39.72,116.07,39.72,686.0,773.0
116.07_39.71,116.07,39.71,1162.0,5904.0
116.9_40.2,116.9,40.2,5.0,332.0
115.98_39.77,115.98,39.77,63.0,29.0
115.98_39.74,115.98,39.74,1184.0,4.0
116.1_39.62,116.1,39.62,7.0,53.0
115.98_39.72,115.98,39.72,2005.0,4426.0
116.1_39.64,116.1,39.64,90.0,3.0
116.9_40.4,116.9,40.4,125.0,49.0
115.98_39.71,115.98,39.71,2153.0,6022.0
116.1_39.69,116.1,39.69,505.0,1670.0
116.1_39.68,116.1,39.68,467.0,296.0
115.98_39.78,115.98,39.78,2.0,14.0
115.98_39.79,115.98,39.79,164.0,294.0
115.98_39.76,115.98,39.76,9.0,14.0
116.46_39.67,116.46,39.67,52.0,71.0
116.25_39.79,116.25,39.79,5.0,0.0
116.85_40.4,116.85,40.4,772.0,957.0
116.1_39.63,116.1,39.63,117.0,22.0
116.19_40.64,116.19,40.64,2.0,0.0
115.98_39.75,115.98,39.75,454.0,16.0
116.71_39.59,116.71,39.59,1.0,0.0
115.76_39.9,115.76,39.9,481.0,107.0
115.76_39.6,115.76,39.6,42.0,20.0
116.1_39.65,116.1,39.65,3545.0,114.0
115.98_39.73,115.98,39.73,1340.0,0.0
117.15_40.12,117.15,40.12,17.0,194.0
116.1_39.67,116.1,39.67,384.0,1060.0
116.55_40.7,116.55,40.7,1.0,0.0
116.55_40.4,116.55,40.4,30.0,103.0
116.1_39.66,116.1,39.66,131.0,550.0
116.55_40.2,116.55,40.2,703.0,103.0
116.55_40.3,116.55,40.3,38.0,3.0
116.55_40.0,116.55,40.0,265.0,242.0
116.55_40.1,116.55,40.1,7412.0,2892.0
116.14_39.7,116.14,39.7,1315.0,1082.0
116.14_39.6,116.14,39.6,39.0,462.0
116.14_39.9,116.14,39.9,2544.0,3874.0
116.14_39.8,116.14,39.8,1493.0,2469.0
117.15_40.11,117.15,40.11,12.0,2.0
116.1_40.47,116.1,40.47,0.0,1.0
116.08_40.01,116.08,40.01,1.0,25.0
116.1_40.45,116.1,40.45,0.0,47.0
115.95_39.6,115.95,39.6,633.0,1480.0
116.1_40.43,116.1,40.43,6.0,29.0
116.1_40.42,116.1,40.42,26.0,0.0
115.95_39.8,115.95,39.8,18.0,159.0
116.1_40.49,116.1,40.49,12.0,63.0
116.1_40.48,116.1,40.48,4.0,52.0
115.94_40.47,115.94,40.47,6.0,23.0
115.94_40.46,115.94,40.46,90.0,597.0
115.94_40.45,115.94,40.45,131.0,664.0
115.94_40.44,115.94,40.44,88.0,168.0
115.94_40.43,115.94,40.43,36.0,203.0
115.94_40.42,115.94,40.42,8.0,54.0
115.94_40.41,115.94,40.41,10.0,332.0
117.37_40.18,117.37,40.18,0.0,29.0
117.19_40.08,117.19,40.08,3.0,0.0
115.94_40.49,115.94,40.49,2.0,177.0
115.94_40.48,115.94,40.48,149.0,880.0
116.23_40.35,116.23,40.35,47.0,17.0
116.29_39.76,116.29,39.76,254.0,552.0
116.29_39.75,116.29,39.75,2146.0,10456.0
116.29_39.74,116.29,39.74,720.0,147.0
116.29_39.73,116.29,39.73,612.0,1269.0
117.04_40.21,117.04,40.21,56.0,446.0
116.29_39.71,116.29,39.71,2209.0,1330.0
117.04_40.23,117.04,40.23,43.0,4.0
115.66_39.62,115.66,39.62,43.0,6.0
115.66_39.63,115.66,39.63,93.0,69.0
117.17_40.22,117.17,40.22,16.0,384.0
117.17_40.23,117.17,40.23,0.0,9.0
117.04_40.28,117.04,40.28,14.0,6.0
117.04_40.29,117.04,40.29,0.0,2.0
116.29_39.79,116.29,39.79,1380.0,3236.0
116.29_39.78,116.29,39.78,3558.0,10137.0
116.32_39.9,116.32,39.9,30501.0,19118.0
116.32_39.8,116.32,39.8,2569.0,5500.0
116.32_39.5,116.32,39.5,431.0,23.0
116.32_39.7,116.32,39.7,1149.0,57.0
116.32_39.6,116.32,39.6,212.0,297.0
116.08_40.4,116.08,40.4,6.0,99.0
116.08_40.5,116.08,40.5,6.0,108.0
116.08_40.0,116.08,40.0,77.0,1339.0
116.08_40.1,116.08,40.1,93.0,8.0
116.08_40.2,116.08,40.2,1131.0,366.0
116.08_40.3,116.08,40.3,0.0,1.0
115.81_39.87,115.81,39.87,0.0,2.0
117.32_40.64,117.32,40.64,234.0,99.0
117.32_40.63,117.32,40.63,35.0,10.0
117.32_40.62,117.32,40.62,4.0,24.0
117.32_40.61,117.32,40.61,1.0,3.0
115.81_39.82,115.81,39.82,3.0,3.0
117.2_40.67,117.2,40.67,13.0,38.0
116.71_40.1,116.71,40.1,292.0,885.0
116.12_39.68,116.12,39.68,251.0,471.0
116.12_39.69,116.12,39.69,237.0,86.0
115.89_40.52,115.89,40.52,4.0,0.0
116.12_39.67,116.12,39.67,692.0,12.0
116.12_39.64,116.12,39.64,57.0,19.0
116.12_39.65,116.12,39.65,157.0,454.0
116.12_39.62,116.12,39.62,0.0,1.0
116.12_39.63,116.12,39.63,1.0,5.0
115.89_40.54,115.89,40.54,40.0,0.0
116.12_39.61,116.12,39.61,172.0,363.0
116.14_40.5,116.14,40.5,1.0,3.0
116.55_39.83,116.55,39.83,5518.0,9223.0
116.55_39.82,116.55,39.82,2536.0,1739.0
116.55_39.81,116.55,39.81,8997.0,205.0
116.55_39.87,116.55,39.87,3690.0,6077.0
116.55_39.86,116.55,39.86,2820.0,1175.0
116.55_39.85,116.55,39.85,1724.0,2694.0
116.55_39.84,116.55,39.84,1139.0,1410.0
116.24_40.43,116.24,40.43,18.0,2.0
116.24_40.42,116.24,40.42,3.0,8.0
116.55_39.89,116.55,39.89,679.0,293.0
116.55_39.88,116.55,39.88,1011.0,1020.0
116.14_40.0,116.14,40.0,1.0,0.0
116.05_40.54,116.05,40.54,0.0,7.0
116.47_40.21,116.47,40.21,134.0,112.0
116.47_40.22,116.47,40.22,33.0,20.0
116.47_40.23,116.47,40.23,12.0,50.0
116.47_40.24,116.47,40.24,378.0,72.0
116.47_40.25,116.47,40.25,13.0,8.0
116.47_40.29,116.47,40.29,25.0,14.0
116.0_40.48,116.0,40.48,714.0,193.0
116.0_40.49,116.0,40.49,13.0,294.0
116.0_40.46,116.0,40.46,2413.0,2050.0
116.0_40.47,116.0,40.47,870.0,1187.0
116.0_40.44,116.0,40.44,143.0,44.0
116.0_40.45,116.0,40.45,1316.0,716.0
116.0_40.42,116.0,40.42,74.0,454.0
116.0_40.43,116.0,40.43,76.0,287.0
116.0_40.41,116.0,40.41,8.0,302.0
116.27_40.29,116.27,40.29,0.0,4.0
116.39_39.47,116.39,39.47,1.0,25.0
116.39_39.46,116.39,39.46,2.0,18.0
115.76_39.7,115.76,39.7,0.0,1.0
116.39_39.49,116.39,39.49,75.0,7.0
116.39_39.48,116.39,39.48,55.0,167.0
116.74_40.17,116.74,40.17,13.0,379.0
116.74_40.16,116.74,40.16,50.0,379.0
116.36_40.48,116.36,40.48,1.0,6.0
116.74_40.14,116.74,40.14,162.0,2386.0
116.74_40.13,116.74,40.13,1309.0,1974.0
116.74_40.12,116.74,40.12,33.0,86.0
116.74_40.11,116.74,40.11,17.0,10.0
116.79_39.87,116.79,39.87,96.0,458.0
116.54_39.7,116.54,39.7,3.0,52.0
116.54_39.6,116.54,39.6,9.0,358.0
116.74_40.19,116.74,40.19,478.0,457.0
116.74_40.18,116.74,40.18,20.0,38.0
116.24_39.6,116.24,39.6,1.0,0.0
116.24_39.7,116.24,39.7,74.0,820.0
116.24_39.8,116.24,39.8,0.0,3.0
116.24_39.9,116.24,39.9,14495.0,13594.0
115.91_40.42,115.91,40.42,2.0,56.0
115.91_40.43,115.91,40.43,2.0,81.0
115.91_40.41,115.91,40.41,15.0,74.0
115.91_40.46,115.91,40.46,19.0,4.0
117.27_40.59,117.27,40.59,2.0,0.0
115.91_40.44,115.91,40.44,21.0,0.0
115.91_40.45,115.91,40.45,148.0,6.0
115.92_40.38,115.92,40.38,354.0,36.0
115.92_40.39,115.92,40.39,286.0,31.0
116.75_40.3,116.75,40.3,19.0,8.0
116.85_40.63,116.85,40.63,7.0,6.0
116.85_40.61,116.85,40.61,3.0,5.0
115.92_40.35,115.92,40.35,69.0,100.0
115.92_40.36,115.92,40.36,619.0,82.0
115.92_40.37,115.92,40.37,1657.0,0.0
116.89_40.74,116.89,40.74,1.0,2.0
116.89_40.77,116.89,40.77,0.0,4.0
116.89_40.73,116.89,40.73,1.0,0.0
117.44_40.65,117.44,40.65,3.0,11.0
117.44_40.66,117.44,40.66,2.0,57.0
116.36_39.61,116.36,39.61,33.0,15.0
116.36_39.62,116.36,39.62,38.0,5.0
116.36_39.63,116.36,39.63,28.0,7.0
116.36_39.64,116.36,39.64,158.0,150.0
116.36_39.65,116.36,39.65,40.0,181.0
116.36_39.66,116.36,39.66,352.0,1635.0
116.36_39.67,116.36,39.67,750.0,86.0
116.36_39.68,116.36,39.68,210.0,75.0
116.36_39.69,116.36,39.69,470.0,176.0
116.42_40.11,116.42,40.11,378.0,2087.0
116.42_40.12,116.42,40.12,4745.0,1933.0
116.42_40.13,116.42,40.13,2958.0,11470.0
116.42_40.14,116.42,40.14,4932.0,339.0
116.42_40.15,116.42,40.15,2792.0,630.0
116.42_40.16,116.42,40.16,1602.0,148.0
116.42_40.17,116.42,40.17,713.0,614.0
116.42_40.18,116.42,40.18,166.0,118.0
116.42_40.19,116.42,40.19,56.0,179.0
116.18_40.15,116.18,40.15,2.0,87.0
116.18_40.14,116.18,40.14,52.0,10.0
116.18_40.17,116.18,40.17,601.0,929.0
116.18_40.16,116.18,40.16,88.0,421.0
116.18_40.11,116.18,40.11,94.0,299.0
116.05_39.99,116.05,39.99,11.0,140.0
116.18_40.13,116.18,40.13,120.0,779.0
116.18_40.12,116.18,40.12,159.0,393.0
116.18_40.19,116.18,40.19,268.0,695.0
116.18_40.18,116.18,40.18,1147.0,570.0
116.22_39.7,116.22,39.7,237.0,34.0
116.68_39.6,116.68,39.6,1.0,2.0
116.68_39.7,116.68,39.7,6.0,5.0
115.98_40.51,115.98,40.51,131.0,175.0
116.68_39.8,116.68,39.8,245.0,238.0
116.68_39.9,116.68,39.9,5625.0,12206.0
116.05_39.94,116.05,39.94,163.0,35.0
116.65_40.39,116.65,40.39,21.0,0.0
116.03_40.5,116.03,40.5,14.0,33.0
116.03_40.4,116.03,40.4,0.0,46.0
116.03_40.0,116.03,40.0,20.0,9.0
116.03_40.2,116.03,40.2,20.0,621.0
116.1_40.46,116.1,40.46,0.0,48.0
115.95_39.7,115.95,39.7,2.0,13.0
116.1_40.44,116.1,40.44,9.0,23.0
116.11_40.36,116.11,40.36,5.0,2.0
116.11_40.37,116.11,40.37,0.0,1.0
116.11_40.35,116.11,40.35,25.0,1.0
116.04_40.34,116.04,40.34,48.0,52.0
116.04_40.31,116.04,40.31,1.0,0.0
116.04_40.32,116.04,40.32,2.0,0.0
116.11_40.39,116.11,40.39,0.0,2.0
116.32_39.55,116.32,39.55,33.0,42.0
116.44_40.69,116.44,40.69,0.0,3.0
116.16_39.92,116.16,39.92,4150.0,19159.0
116.16_39.91,116.16,39.91,2732.0,794.0
116.79_40.59,116.79,40.59,0.0,10.0
115.59_39.91,115.59,39.91,0.0,3.0
116.16_39.97,116.16,39.97,31.0,31.0
116.16_39.95,116.16,39.95,16.0,4.0
116.32_39.52,116.32,39.52,1191.0,5.0
116.57_40.4,116.57,40.4,0.0,1.0
116.79_40.57,116.79,40.57,6.0,0.0
116.65_40.03,116.65,40.03,46.0,4.0
116.65_40.01,116.65,40.01,192.0,616.0
116.65_40.06,116.65,40.06,381.0,2731.0
116.65_40.07,116.65,40.07,1123.0,698.0
116.65_40.04,116.65,40.04,953.0,51.0
116.65_40.05,116.65,40.05,435.0,690.0
116.65_40.08,116.65,40.08,2932.0,809.0
116.65_40.09,116.65,40.09,5004.0,11.0
116.68_39.76,116.68,39.76,679.0,920.0
116.07_40.58,116.07,40.58,1.0,19.0
116.68_39.74,116.68,39.74,2.0,6.0
116.68_39.75,116.68,39.75,24.0,20.0
116.68_39.72,116.68,39.72,97.0,4.0
116.68_39.73,116.68,39.73,10.0,208.0
116.68_39.71,116.68,39.71,7.0,6.0
116.07_40.51,116.07,40.51,0.0,35.0
116.07_40.53,116.07,40.53,16.0,220.0
116.07_40.52,116.07,40.52,68.0,260.0
116.07_40.55,116.07,40.55,4.0,227.0
116.07_40.54,116.07,40.54,0.0,1.0
116.68_39.78,116.68,39.78,216.0,511.0
116.68_39.79,116.68,39.79,213.0,1115.0
115.87_40.03,115.87,40.03,19.0,14.0
116.3_39.71,116.3,39.71,397.0,62.0
116.66_39.65,116.66,39.65,2263.0,34.0
116.29_39.77,116.29,39.77,4955.0,1348.0
116.14_39.88,116.14,39.88,85.0,53.0
116.14_39.89,116.14,39.89,360.0,611.0
116.23_40.34,116.23,40.34,2.0,173.0
116.14_39.82,116.14,39.82,3043.0,161.0
116.14_39.83,116.14,39.83,53.0,19.0
116.14_39.81,116.14,39.81,5471.0,3503.0
116.14_39.86,116.14,39.86,821.0,2869.0
116.14_39.87,116.14,39.87,94.0,53.0
116.14_39.84,116.14,39.84,226.0,125.0
116.14_39.85,116.14,39.85,1363.0,383.0
117.04_40.27,117.04,40.27,51.0,500.0
116.66_39.61,116.66,39.61,0.0,1.0
116.23_40.31,116.23,40.31,7.0,339.0
116.3_39.77,116.3,39.77,3532.0,520.0
116.29_39.72,116.29,39.72,1076.0,3082.0
116.23_40.33,116.23,40.33,2.0,29.0
115.52_39.72,115.52,39.72,1.0,0.0
115.59_39.94,115.59,39.94,4.0,3.0
116.77_39.61,116.77,39.61,3.0,4.0
117.17_40.21,117.17,40.21,1.0,27.0
116.23_40.39,116.23,40.39,1.0,4.0
117.17_40.25,117.17,40.25,8.0,0.0
116.62_39.63,116.62,39.63,32.0,244.0
116.62_39.62,116.62,39.62,8.0,424.0
116.62_39.61,116.62,39.61,0.0,35.0
116.62_39.67,116.62,39.67,24.0,115.0
116.62_39.66,116.62,39.66,191.0,34.0
116.62_39.65,116.62,39.65,412.0,250.0
116.62_39.64,116.62,39.64,92.0,54.0
116.33_39.69,116.33,39.69,2788.0,987.0
116.62_39.69,116.62,39.69,191.0,301.0
116.62_39.68,116.62,39.68,42.0,147.0
116.45_40.96,116.45,40.96,0.0,1.0
116.24_39.73,116.24,39.73,1.0,0.0
116.63_39.62,116.63,39.62,149.0,433.0
116.63_39.63,116.63,39.63,1.0,1.0
116.63_39.61,116.63,39.61,7.0,190.0
116.63_39.66,116.63,39.66,810.0,5695.0
116.63_39.67,116.63,39.67,3.0,158.0
116.63_39.64,116.63,39.64,16.0,12.0
116.63_39.65,116.63,39.65,1345.0,4355.0
116.63_39.68,116.63,39.68,20.0,320.0
116.63_39.69,116.63,39.69,17.0,587.0
115.71_39.63,115.71,39.63,0.0,30.0
116.27_39.79,116.27,39.79,1413.0,2335.0
115.71_39.68,115.71,39.68,0.0,1.0
116.62_40.98,116.62,40.98,2.0,0.0
116.62_40.99,116.62,40.99,0.0,3.0
116.62_40.96,116.62,40.96,0.0,1.0
116.62_40.92,116.62,40.92,0.0,10.0
115.64_40.0,115.64,40.0,203.0,0.0
116.62_40.91,116.62,40.91,2.0,2.0
116.02_40.0,116.02,40.0,63.0,292.0
116.02_40.4,116.02,40.4,33.0,105.0
116.02_40.5,116.02,40.5,1.0,22.0
116.75_40.63,116.75,40.63,31.0,17.0
116.75_40.65,116.75,40.65,11.0,13.0
115.81_39.88,115.81,39.88,14.0,9.0
115.72_39.72,115.72,39.72,0.0,6.0
116.52_40.28,116.52,40.28,1.0,4.0
115.65_39.98,115.65,39.98,14.0,3.0
115.48_40.0,115.48,40.0,3.0,2.0
115.81_39.81,115.81,39.81,0.0,1.0
116.28_40.18,116.28,40.18,118.0,69.0
116.28_40.19,116.28,40.19,816.0,2857.0
116.77_39.69,116.77,39.69,28.0,78.0
116.53_40.89,116.53,40.89,1.0,0.0
116.28_40.11,116.28,40.11,3029.0,8344.0
